,MA,MA,MA,MA,MA,PYPL,PYPL,PYPL,PYPL,PYPL,SQ,SQ,SQ,SQ,SQ,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2019-11-18 00:00:00-05:00,280.0,281.7735,278.4,280.89,2279417,103.85,104.2,102.98,103.69,4152988,64.5,66.38,64.23,65.74,7128841,179.57,180.3232,178.98,179.66,3635282
2019-11-19 00:00:00-05:00,281.52,286.58,280.94,285.28,2548405,104.08,106.17,104.0076,104.93,6486608,65.7,66.5,65.14,66.4,6579275,180.39,182.98,180.2023,182.76,5065178
2019-11-20 00:00:00-05:00,285.0,287.73,282.86,285.27,2338064,105.22,105.38,103.12,104.17,4846381,66.36,67.75,66.02,67.18,7386093,182.31,183.22,180.35,181.65,4886103
2019-11-21 00:00:00-05:00,284.6,286.52,283.59,284.5,2431698,103.0,104.47,102.15,102.51,6736310,67.17,67.67,66.28,67.4,7388111,181.17,181.81,179.315,179.87,4363345
2019-11-22 00:00:00-05:00,284.83,285.36,281.21,282.79,2177103,102.92,103.23,100.72,101.82,5860404,67.49,68.07,67.0345,67.75,5283110,180.13,180.47,178.35,179.47,3760491
2019-11-25 00:00:00-05:00,284.0,288.99,283.7,287.6,2997392,102.38,104.57,102.06,104.46,6535276,68.32,69.53,68.09,68.21,7486377,180.4,181.35,180.11,180.94,4080610
2019-11-26 00:00:00-05:00,288.5,290.6538,287.82,289.28,2913795,104.8,106.78,104.5,106.19,8305358,69.13,69.44,67.93,68.97,7945505,181.46,182.92,181.21,182.46,4518967
2019-11-27 00:00:00-05:00,289.03,292.0,288.91,291.79,1934263,106.89,108.24,106.8,107.75,7055044,68.94,69.73,68.4,69.65,4209637,183.0,184.54,182.257,184.39,4425017
2019-11-29 00:00:00-05:00,290.23,293.0,290.23,292.52,1235492,107.97,108.13,106.9,108.01,3889804,69.34,69.6,68.94,69.16,1985719,183.93,184.83,183.36,184.61,2447873
2019-12-02 00:00:00-05:00,290.59,290.75,283.8907,286.77,2716753,107.96,108.49,104.65,106.26,6418343,68.95,68.96,66.11,66.9,5611822,184.24,184.37,179.87,181.9,5562174
2019-12-03 00:00:00-05:00,282.2,287.595,281.5,287.09,2141734,105.0,106.13,104.51,105.58,7511302,65.3,67.33,64.68,67.05,4243750,179.9,182.14,179.66,181.93,3983455
2019-12-04 00:00:00-05:00,288.5,289.62,286.12,286.88,2235850,106.29,106.29,104.655,104.98,7356202,67.47,68.43,67.19,67.82,3462524,182.66,182.8,180.47,180.65,5477342
2019-12-05 00:00:00-05:00,287.95,290.95,286.4,289.98,1855135,105.45,105.5,104.11,104.6,5082417,67.59,67.89,66.66,67.18,3315776,181.25,182.03,180.07,181.99,3858564
2019-12-06 00:00:00-05:00,292.31,292.5,289.68,290.32,2013274,104.79,105.3435,104.16,104.29,4524432,67.67,68.3232,67.61,67.98,3589513,182.74,183.28,181.34,182.14,5646867
2019-12-09 00:00:00-05:00,289.19,290.96,288.2606,289.04,1519791,104.6,105.1,103.6,103.78,4794262,67.78,68.06,66.72,67.11,3423657,181.9,183.26,181.3,182.91,4162539
2019-12-10 00:00:00-05:00,289.0,290.17,287.71,288.6,1744452,103.77,104.13,103.26,103.63,4601928,67.3,67.4299,65.42,65.83,5090124,182.55,183.15,181.9,182.32,3660346
2019-12-11 00:00:00-05:00,289.76,290.32,288.11,289.93,1904182,103.72,105.87,103.5902,105.45,4566402,65.9,66.07,64.875,65.67,5909576,183.07,183.08,181.19,181.85,3564256
2019-12-12 00:00:00-05:00,289.9,292.745,288.27,292.17,2190549,105.21,106.2199,104.13,105.66,4745753,65.65,66.2,65.09,65.85,4282136,181.66,183.33,180.83,182.63,4724837
2019-12-13 00:00:00-05:00,290.79,296.53,289.8,296.12,2659086,105.83,107.905,105.52,107.67,5420546,66.02,66.34,64.4849,64.79,6093798,182.5,185.52,182.04,185.18,5390200
2019-12-16 00:00:00-05:00,298.11,299.48,296.855,296.97,2792209,108.4,109.828,108.35,109.58,6042886,65.0,67.3,65.0,66.47,4974643,186.33,186.82,185.768,186.25,4463455
2019-12-17 00:00:00-05:00,298.5,298.5,293.77,295.39,2122965,109.83,109.83,107.67,108.49,6000485,66.53,66.55,65.12,65.55,4075216,186.5,186.78,184.1,185.45,4722221
2019-12-18 00:00:00-05:00,295.2,297.3,294.88,295.02,1480563,108.86,109.47,107.76,107.79,4632377,65.91,66.3,65.1,65.13,2787307,185.52,186.44,184.93,185.02,3954752
2019-12-19 00:00:00-05:00,294.49,298.18,294.11,297.6,1719010,107.8,108.94,107.46,108.89,4466631,64.9,65.57,64.12,64.5,5258376,184.5,186.58,184.5,186.52,3331195
2019-12-20 00:00:00-05:00,300.55,300.55,296.81,298.56,3609094,109.28,109.62,108.13,108.76,6812121,64.57,65.13,63.55,63.61,5401113,187.6,188.17,186.3,187.99,6115607
2019-12-23 00:00:00-05:00,298.74,299.83,297.1,297.32,1794655,109.05,109.45,108.38,108.59,3352079,63.52,64.22,62.675,62.8,4619622,188.15,188.41,187.0,187.11,3390341
2019-12-24 00:00:00-05:00,297.96,298.31,296.6,297.48,548600,108.64,109.26,108.38,108.7,1463925,62.8,64.02,62.37,63.96,3378703,187.1,188.02,186.91,187.6,1424832
2019-12-26 00:00:00-05:00,298.11,299.3725,297.8,299.29,1011768,109.13,109.75,108.57,109.74,2837114,64.08,64.9153,63.73,64.05,3719205,187.89,189.18,187.7,189.17,3050706
2019-12-27 00:00:00-05:00,300.0,301.53,298.18,300.63,1629530,110.1665,110.18,108.9,109.4,2915660,64.33,64.4,63.06,63.82,4073113,189.74,189.8862,188.471,189.38,4662914
2019-12-30 00:00:00-05:00,300.83,301.05,295.28,297.75,2023930,109.52,109.6,107.73,107.96,3237041,63.5,63.76,61.55,61.8,6077125,189.31,189.4799,187.12,187.86,3674515
2019-12-31 00:00:00-05:00,296.3,298.93,295.77,298.47,1630059,107.54,108.45,107.2,108.21,2749299,61.15,62.7,61.0,62.56,5005015,187.06,188.0,186.54,187.9,3506421
2020-01-02 00:00:00-05:00,300.46,303.53,299.5045,303.46,2853017,109.47,111.21,109.275,110.75,5821845,62.99,64.05,62.95,63.83,4571798,189.0,191.14,188.72,191.14,5240901
2020-01-03 00:00:00-05:00,299.46,302.42,298.6,300.45,1984980,109.58,110.42,108.77,108.77,6014509,62.59,63.27,62.33,63.0,4870465,188.15,190.96,187.92,189.61,3752535
2020-01-06 00:00:00-05:00,297.36,301.33,296.025,301.17,2926667,107.57,110.22,107.44,110.16,4918643,61.36,62.58,61.13,62.57,5681852,188.0,189.21,187.163,189.16,4880802
2020-01-07 00:00:00-05:00,301.74,303.38,299.88,300.38,2532165,111.5,111.5599,109.53,109.68,5520606,64.57,65.49,63.66,64.57,8302437,189.59,190.1,188.6,188.69,3684363
2020-01-08 00:00:00-05:00,300.78,306.95,300.5075,305.15,2666126,110.4,112.64,109.82,111.83,6735229,64.56,68.0,64.15,67.6,11170180,189.49,192.5,188.8,191.92,4544805
2020-01-09 00:00:00-05:00,308.28,310.94,308.02,309.18,2582953,112.99,113.56,111.59,112.58,5245405,68.22,68.3099,66.7,67.92,7398838,193.0,193.9215,192.52,193.26,3922501
2020-01-10 00:00:00-05:00,311.58,311.95,308.74,311.18,2615051,113.64,113.71,112.27,112.95,6266146,68.46,69.51,67.89,67.99,6029443,193.5,194.57,193.11,193.7,3842789
2020-01-13 00:00:00-05:00,313.26,315.6403,312.9047,315.26,2493757,113.97,115.88,113.86,115.28,7809069,68.24,69.05,67.82,68.66,7421428,194.44,195.6,194.28,195.16,4249762
2020-01-14 00:00:00-05:00,316.18,316.42,309.86,310.5,3712257,115.515,115.59,114.12,114.65,5622725,68.99,69.28,68.1,68.16,5437792,196.74,196.95,195.14,196.03,4861198
2020-01-15 00:00:00-05:00,312.19,315.73,311.04,314.32,3113014,115.14,115.95,114.61,114.84,5410360,68.54,71.0,68.5,70.37,8363893,197.0,200.15,196.32,199.85,6485386
2020-01-16 00:00:00-05:00,317.5,320.33,314.99,320.3,2802734,115.92,116.0,114.85,115.43,4141816,70.95,71.0,69.19,69.53,5612457,201.0,201.5,199.78,201.0,6208795
2020-01-17 00:00:00-05:00,321.43,324.03,319.235,323.56,3013051,116.45,116.7,115.47,116.04,8180252,69.84,70.3,69.19,69.38,4203612,201.76,204.75,199.98,204.67,6305512
2020-01-21 00:00:00-05:00,322.41,325.66,321.49,322.0,8209647,115.31,116.39,115.11,116.16,11028938,69.2,69.62,68.31,68.31,8179275,204.13,208.39,203.8,207.28,19560990
2020-01-22 00:00:00-05:00,324.95,326.79,324.12,324.31,5394534,116.73,117.45,115.47,115.49,9048157,68.92,70.047,68.69,68.69,8921836,207.51,210.13,207.29,207.86,11958522
2020-01-23 00:00:00-05:00,325.0,325.25,322.32,324.98,6018006,117.4,117.9398,115.8,117.895,13650532,68.86,69.44,67.55,69.29,7613202,207.9,208.4,205.3,206.56,12677192
2020-01-24 00:00:00-05:00,326.57,327.0872,321.66,323.53,6285868,118.45,119.6,116.51,116.98,13271525,70.63,71.92,70.02,71.16,20346245,207.42,207.99,204.21,204.97,12211872
2020-01-27 00:00:00-05:00,315.1,319.36,312.5,315.7,3775207,113.63,115.9733,112.31,115.24,6126710,68.39,72.45,68.34,71.06,10321862,200.0,203.33,199.1,201.55,6103894
2020-01-28 00:00:00-05:00,315.8,321.52,315.46,320.27,2817033,115.83,117.21,114.7154,116.52,5237608,71.47,74.98,71.03,74.82,13958897,202.39,203.84,201.78,202.88,6007401
2020-01-29 00:00:00-05:00,323.0,324.44,316.77,320.33,3635907,117.47,117.53,115.16,116.6921,7361807,74.5,77.07,74.27,76.16,10739678,204.3,205.92,202.5128,204.89,5803317
2020-01-30 00:00:00-05:00,319.0,324.7,318.01,324.45,3042167,112.79,117.2,112.42,117.12,12308936,75.42,76.39,74.06,76.1,8134749,204.0,208.5,203.32,208.1294,7120660
2020-01-31 00:00:00-05:00,323.14,324.46,314.5,315.84,4029378,116.75,117.32,113.15,113.87,7961375,75.8,76.38,74.33,74.68,6131006,201.49,203.98,198.26,198.96,13424378
2020-02-03 00:00:00-05:00,318.8,325.48,318.43,324.46,3280065,114.3,117.24,114.05,116.52,6188508,74.89,79.805,74.6,79.795,13498227,199.94,202.26,199.85,200.82,8071491
2020-02-04 00:00:00-05:00,328.24,331.74,326.29,329.11,3547238,118.04,120.34,117.3,120.08,6170843,79.9,81.68,79.25,80.9,10103672,203.5,204.92,202.2272,203.56,7339801
2020-02-05 00:00:00-05:00,335.0,335.0,324.17,328.31,3132774,121.2,121.99,118.891,119.75,6596834,81.98,82.1,77.84,78.39,9490287,205.5,205.6,199.95,202.77,7414359
2020-02-06 00:00:00-05:00,329.32,331.23,327.68,329.26,2804727,120.4,120.6,119.47,119.92,3051186,78.66,79.2,77.8217,78.5,5928441,203.05,204.63,202.475,203.05,6114246
2020-02-07 00:00:00-05:00,328.0,329.85,325.8656,326.95,2199828,119.6,119.67,118.41,118.89,2926785,77.8,80.0,77.34,78.85,4278226,201.98,203.83,201.09,202.69,5098345
2020-02-10 00:00:00-05:00,325.62,330.27,325.51,330.27,3065366,118.56,120.15,118.5,120.06,3495282,79.6,80.62,78.9,80.17,3931100,201.97,206.13,201.86,205.99,5197302
2020-02-11 00:00:00-05:00,335.0,335.52,329.66,330.91,2976370,120.57,121.0,118.4,118.85,4171801,80.56,81.45,79.61,79.88,3730674,207.5,207.67,203.64,203.98,5646045
2020-02-12 00:00:00-05:00,330.82,334.45,329.22,334.09,2123352,118.85,119.91,117.87,118.59,5225672,80.01,80.9059,79.61,79.98,3506744,205.0,208.1481,205.0,207.43,6676566
2020-02-13 00:00:00-05:00,332.31,337.83,332.128,335.93,2225264,118.04,121.1,117.8,120.51,5182946,79.3,82.54,79.08,81.0,5912803,206.62,208.4673,206.05,207.55,5445193
2020-02-14 00:00:00-05:00,337.46,341.04,337.03,341.03,2189692,120.89,123.0,120.8,123.0,5130490,81.39,82.59,81.01,81.86,4718956,208.29,210.775,208.01,210.23,5698207
2020-02-18 00:00:00-05:00,341.62,343.1,340.39,341.24,3233869,122.58,122.99,121.68,122.27,4590346,81.68,82.98,81.3508,82.425,4271183,210.0,211.5,209.36,211.23,6378392
2020-02-19 00:00:00-05:00,343.99,347.24,342.6349,344.56,2548496,122.63,124.45,122.3,123.91,3911632,83.01,86.48,82.93,85.24,8536942,212.52,214.17,211.715,213.31,5005139
2020-02-20 00:00:00-05:00,345.99,347.25,338.17,344.22,3439158,123.86,124.31,120.4,122.43,6376562,85.23,87.25,80.3,85.74,11564371,212.13,213.69,208.28,211.4,7859245
2020-02-21 00:00:00-05:00,342.55,343.89,335.61,339.78,4624936,121.72,121.85,118.53,119.5,5125554,85.63,86.21,82.725,83.49,7232330,209.9,210.22,207.42,208.81,8000392
2020-02-24 00:00:00-05:00,317.51,329.34,313.84,324.67,6877614,114.29,116.79,113.52,116.44,8850055,76.57,80.8451,76.07,80.22,10170565,197.89,203.77,194.01,198.78,11456500
2020-02-25 00:00:00-05:00,321.34,323.23,300.76,303.17,11502269,115.67,116.415,109.33,109.66,12062779,80.74,81.3999,75.79,77.03,8704543,198.79,199.89,187.72,188.64,16325806
2020-02-26 00:00:00-05:00,302.0,307.89,297.89,298.0,8465346,109.81,112.63,108.6,109.15,9338868,77.68,79.0775,76.0,76.66,8777209,189.72,193.5126,187.03,187.16,10855409
2020-02-27 00:00:00-05:00,285.03,297.45,280.935,286.405,12387895,106.3,112.05,106.3,107.82,13637213,81.39,85.9354,79.05,79.32,33972617,182.12,186.34,180.0,180.0,15354989
2020-02-28 00:00:00-05:00,274.89,290.39,273.55,290.25,11014790,104.26,108.73,103.72,108.25,14455972,76.44,84.15,76.42,83.34,22075592,173.79,182.33,172.9835,182.02,18948078
2020-03-02 00:00:00-05:00,298.89,306.96,289.44,306.91,8576374,107.46,113.05,106.53,112.96,11873890,82.8,84.42,79.57,80.7,16883458,186.32,192.44,183.1,192.29,15031617
2020-03-03 00:00:00-05:00,314.59,314.59,290.83,292.0,7095263,112.82,114.56,108.26,109.72,9936255,80.49,80.6,75.81,78.82,16748764,193.2,194.04,184.5,185.63,11709473
2020-03-04 00:00:00-05:00,299.11,302.8,292.7471,302.32,5654003,112.04,115.39,110.62,115.32,6908712,78.35,79.48,75.82,79.217,11847710,190.36,194.49,186.17,194.23,9246931
2020-03-05 00:00:00-05:00,295.71,298.71,288.24,290.5,5479624,112.03,114.9,111.24,112.18,6084628,77.78,79.02,75.66,76.3221,15086367,191.24,191.92,185.64,186.84,8342717
2020-03-06 00:00:00-05:00,282.69,288.85,278.62,287.17,5986430,107.95,111.57,107.58,110.9,7396669,75.03,75.94,70.27,73.08,30245884,183.54,185.99,179.98,184.48,11147340
2020-03-09 00:00:00-04:00,265.14,279.24,261.18,262.06,7394031,101.165,106.99,99.71,101.53,20437674,66.24,67.41,63.33,65.83,30637316,171.21,179.57,168.31,170.71,15232406
2020-03-10 00:00:00-04:00,276.42,280.87,262.86,280.27,7026185,105.3,109.74,103.17,109.74,10367387,68.32,68.56,63.37,67.25,22311558,179.47,182.61,171.8815,182.59,11923141
2020-03-11 00:00:00-04:00,272.95,274.04,263.31,269.87,7415975,106.65,107.75,101.98,103.86,18527024,66.35,66.35,60.82,62.43,25285798,177.65,178.73,170.2,172.9,12742504
2020-03-12 00:00:00-04:00,244.53,262.485,240.93,244.43,13307516,96.28,104.78,94.5,96.9,36362382,55.0,58.045,52.9701,53.58,36172172,158.5,172.0,157.0,159.86,24294383
2020-03-13 00:00:00-04:00,258.78,270.03,245.5,270.01,8474627,100.52,110.6,99.78,110.34,33694640,56.74,57.79,52.31,57.78,27529332,168.72,176.32,162.21,175.96,15200847
2020-03-16 00:00:00-04:00,234.49,257.73,229.255,235.64,10309631,95.91,103.155,91.23,92.17,28500454,49.25,49.25,40.0,41.21,51412872,151.14,165.31,147.98,152.005,19691426
2020-03-17 00:00:00-04:00,240.48,250.5,231.96,237.88,11048226,94.5,101.08,90.52,97.87,16362135,43.79,45.2917,39.0,44.73,43371202,155.75,163.7,149.25,157.89,19515443
2020-03-18 00:00:00-04:00,222.34,229.0,213.22,227.92,8793912,91.855,95.1,86.15,91.46,25715310,41.0,42.0805,32.33,39.4627,46326703,148.46,150.68,139.8,148.41,17617723
2020-03-19 00:00:00-04:00,224.01,238.5,211.55,226.99,7780969,91.56,98.06,87.04,93.63,11119930,40.18,47.42,37.0,39.99,47547618,146.92,157.25,141.47,152.28,17337670
2020-03-20 00:00:00-04:00,236.02,236.02,210.0,210.86,9634669,95.64,96.23,86.21,86.68,13452002,41.85,43.84,37.81,38.03,50048716,154.82,158.26,145.67,146.6,17504736
2020-03-23 00:00:00-04:00,203.28,215.68,199.99,203.25,10167377,86.29,88.15,82.07,85.26,23066419,38.47,40.55,36.11,40.01,40880814,141.33,143.35,133.93,135.91,25112444
2020-03-24 00:00:00-04:00,215.94,238.444,215.0,236.62,10445010,89.4,98.0,89.4,97.28,12323634,43.5,48.88,42.56,46.36,49665998,144.84,155.25,143.58,154.07,20415595
2020-03-25 00:00:00-04:00,247.9,266.3,240.36,256.08,11335090,97.43,100.42,95.27,95.6,10438524,50.29,58.1,49.53,52.44,64510070,159.32,168.18,153.58,161.14,18596767
2020-03-26 00:00:00-04:00,257.9,265.81,252.62,261.95,7917749,96.89,100.93,95.635,100.62,15193860,53.79,59.25,53.78,56.07,38161036,162.08,169.53,161.79,168.33,14292906
2020-03-27 00:00:00-04:00,250.24,256.07,244.7,247.13,6747641,97.0,97.105,93.06,93.48,9511901,54.0,54.4173,51.48,53.34,27956202,161.08,167.1,158.15,161.42,12987466
2020-03-30 00:00:00-04:00,245.85,254.25,244.65,253.1762,5282749,95.5,98.2599,94.37,97.02,7752166,52.9,55.44,51.5301,55.0,22638946,161.04,165.87,160.69,165.53,11729769
2020-03-31 00:00:00-04:00,252.46,253.42,241.08,241.54,7110970,96.38,99.4314,94.87,95.82,15972228,54.69,55.24,51.135,52.39,27440598,166.43,168.19,160.54,160.97,14482340
2020-04-01 00:00:00-04:00,230.94,237.1,227.1,228.61,5812076,92.72,94.67,90.38,91.37,8392733,49.78,50.01,46.05,46.81,31118720,156.32,158.07,151.4162,153.18,10929315
2020-04-02 00:00:00-04:00,228.39,239.37,227.3535,238.82,5411958,91.1,94.6799,90.92,93.52,6089037,46.33,48.03,45.0,45.86,24409150,152.53,158.35,151.29,157.34,10635672
2020-04-03 00:00:00-04:00,236.98,239.88,230.31,237.04,3623716,92.79,92.95,89.88,92.39,9600646,46.02,46.68,42.33,43.75,34775566,155.56,157.72,150.6,151.85,10335900
2020-04-06 00:00:00-04:00,252.0,267.11,250.0101,264.89,7653768,97.3,102.5,96.26,101.71,19203482,47.22,51.1,46.19,50.42,43105722,160.02,170.73,158.25,169.16,13021047
2020-04-07 00:00:00-04:00,281.61,282.87,258.48,259.35,7956709,105.255,106.23,99.9,100.28,18091930,54.78,54.91,49.7,50.3,30371432,177.76,178.7996,168.1,168.54,14110742
2020-04-08 00:00:00-04:00,262.51,271.88,258.91,270.69,5072111,101.61,105.505,100.75,105.07,16054102,51.81,57.75,51.81,57.06,47071396,171.01,176.0,167.9303,174.84,9484773
2020-04-09 00:00:00-04:00,275.13,276.0,267.72,269.4262,5660417,105.63,108.7,104.78,105.84,17071736,58.88,64.94,58.5,59.21,58301698,176.27,177.19,172.85,173.57,10752013
2020-04-13 00:00:00-04:00,268.2,268.7,255.75,263.34,5946181,104.85,106.29,102.34,106.0,6534784,60.1,60.1,56.12,59.44,28209178,172.26,172.32,166.15,168.99,10335290
2020-04-14 00:00:00-04:00,269.88,275.64,269.2,270.72,5699015,109.02,110.98,107.93,109.78,7209317,60.02,62.61,59.6145,62.41,33592501,173.09,175.43,170.83,174.58,8628695
2020-04-15 00:00:00-04:00,260.51,262.95,255.62,257.14,8381347,107.46,109.09,106.42,107.95,24167712,59.67,61.76,59.33,61.3,24062736,168.7,169.36,164.95,166.06,11112374
2020-04-16 00:00:00-04:00,258.39,258.39,244.71,246.53,10794588,109.5,109.525,106.57,108.33,16788399,58.1,59.3,56.63,57.29,37304296,167.11,168.0,159.8,162.42,15672415
2020-04-17 00:00:00-04:00,258.25,260.7,251.51,259.94,9654659,110.3,112.12,110.054,111.94,29160010,59.5,61.44,58.7,61.08,27028178,169.65,170.989,164.95,169.5,12983884
2020-04-20 00:00:00-04:00,254.51,256.63,249.67,251.92,5149051,110.9,114.3,110.025,112.18,29504388,59.44,63.59,59.15,61.05,25348214,167.33,167.43,163.2,164.36,9068686
2020-04-21 00:00:00-04:00,246.65,249.39,244.1,245.42,4823990,111.12,112.85,107.41,107.54,29397995,60.0,60.44,56.86,57.38,29515216,162.0,162.57,159.15,160.53,9605541
2020-04-22 00:00:00-04:00,251.46,258.07,251.0,256.74,3883162,110.29,115.9499,109.91,115.29,40065754,59.35,61.245,58.01,61.07,22720782,164.66,167.64,162.92,166.87,7572335
2020-04-23 00:00:00-04:00,259.39,262.42,255.27,255.89,3924510,115.94,118.385,115.0,115.23,13212579,61.31,63.5,60.9209,61.8275,24297698,167.88,170.41,166.21,166.22,9055386
2020-04-24 00:00:00-04:00,258.43,259.83,252.83,258.63,2802226,115.47,120.47,115.4,120.2,29194210,62.23,62.56,61.04,61.975,17944818,168.44,168.75,164.01,167.25,6724578
2020-04-27 00:00:00-04:00,260.22,265.7156,259.51,265.12,3725299,121.25,122.387,120.055,120.53,23441632,63.61,64.24,61.81,63.64,18996022,168.65,172.35,168.55,171.76,9203078
2020-04-28 00:00:00-04:00,270.4,272.65,262.96,265.13,4102382,121.66,122.0,115.9029,116.11,8156937,64.17,65.025,60.9,61.74,22552538,175.0,175.01,170.3848,171.28,7672342
2020-04-29 00:00:00-04:00,278.45,285.0,276.2571,283.35,7873728,119.3,124.03,118.645,123.56,8745984,63.44,66.72,63.39,65.75,27218914,176.85,182.25,176.1,181.86,10742537
2020-04-30 00:00:00-04:00,278.43,281.63,273.41,275.02,4799078,121.35,123.45,120.62,122.99,11873953,65.0,66.89,64.72,65.11,19156600,181.78,181.83,177.655,178.63,8981837
2020-05-01 00:00:00-04:00,268.7,273.9899,267.2134,268.74,4581619,119.85,122.7,119.43,120.71,4361269,62.84,63.9095,61.44,62.97,19275340,174.45,179.64,174.27,175.74,9073416
2020-05-04 00:00:00-04:00,265.5,270.07,263.01,269.27,3262508,121.26,124.18,120.31,123.66,13543935,61.34,64.17,61.09,63.68,13837142,172.95,176.94,171.72,176.15,6890583
2020-05-05 00:00:00-04:00,276.84,277.85,273.3,273.8,3682803,124.94,127.94,124.85,125.48,8298023,66.0,68.59,65.21,66.685,23234346,179.09,181.102,178.26,178.33,7469187
2020-05-06 00:00:00-04:00,276.96,276.96,271.55,272.58,2893375,127.05,129.59,126.12,128.28,10168643,67.32,69.81,67.12,68.23,26955344,179.72,180.51,177.88,178.795,6323020
2020-05-07 00:00:00-04:00,277.81,282.45,277.24,278.34,3831955,139.92,147.2,139.28,146.28,32960613,69.86,76.8,69.58,74.63,60029038,181.75,184.98,181.71,182.74,8419396
2020-05-08 00:00:00-04:00,283.4,283.42,279.5,282.28,2917974,143.25,146.4,142.11,145.0,23902568,72.04,76.4,72.0,76.06,39621398,185.03,185.75,183.62,185.03,5820888
2020-05-11 00:00:00-04:00,279.5,282.81,277.63,281.14,3140021,142.96,145.27,142.18,143.96,8543614,75.7,75.9027,74.36,74.93,24319268,183.87,184.62,181.43,183.55,7632200
2020-05-12 00:00:00-04:00,280.45,282.33,272.11,272.33,3409205,144.0,145.65,140.91,141.0,8774628,76.0,77.39,74.31,75.2,32837424,183.56,183.99,179.37,179.5,7525665
2020-05-13 00:00:00-04:00,272.3,276.07,264.19,269.3,4253802,140.2,145.1,139.61,143.78,20331976,75.32,75.8,70.82,73.77,26556186,178.5,181.09,175.039,176.97,8519108
2020-05-14 00:00:00-04:00,270.2,277.56,263.96,277.18,5490036,142.07,144.7,141.43,144.51,16596732,72.17,78.25,71.07,78.1927,30971110,175.94,181.05,173.82,180.9,8608422
2020-05-15 00:00:00-04:00,276.04,279.14,273.29,278.94,3132256,142.9,145.89,141.63,145.52,7538862,77.75,81.13,76.65,80.39,30614078,179.98,184.14,178.87,183.87,7775317
2020-05-18 00:00:00-04:00,285.46,292.0884,285.0,289.67,5354775,148.125,149.18,145.99,146.18,15152338,78.7,81.35,76.44,76.62,31389030,188.0,192.83,187.4708,191.18,8861933
2020-05-19 00:00:00-04:00,289.17,297.82,287.49,290.66,4926497,146.7497,149.72,145.22,145.33,7081125,76.45,82.14,76.25,79.23,27800580,191.14,194.5,189.23,189.355,7094682
2020-05-20 00:00:00-04:00,295.75,301.15,295.39,298.94,3709964,148.0,151.08,147.9,150.94,6770718,81.5,83.1,80.52,82.03,19557162,193.0,194.99,192.41,193.82,6664938
2020-05-21 00:00:00-04:00,299.37,299.933,292.75,294.28,3300301,150.58,150.74,148.04,148.28,5012130,79.5,81.7,78.76,81.52,19030508,193.5,193.616,190.02,190.66,6726345
2020-05-22 00:00:00-04:00,295.06,296.8,293.011,294.57,2468831,148.26,151.0,147.36,150.865,4546630,81.23,82.49,80.83,81.5,12173004,191.0,191.37,189.23,190.7,5087739
2020-05-26 00:00:00-04:00,304.62,305.0,301.94,303.16,4434336,154.12,154.55,146.29,147.0,17801096,83.98,84.09,80.5,80.8,18083716,195.8,196.27,192.76,193.35,7478397
2020-05-27 00:00:00-04:00,304.0,304.73,292.1158,299.59,4720626,145.48,146.4,140.02,145.93,8609029,80.04,81.14,76.02,80.96,22619144,194.31,194.31,188.52,192.82,6903656
2020-05-28 00:00:00-04:00,300.98,310.0,298.84,302.39,4072208,144.73,151.945,144.51,148.68,7632350,81.02,82.32,79.0,79.65,19041816,193.54,198.29,192.7101,194.22,7377127
2020-05-29 00:00:00-04:00,302.0,304.43,298.87,301.3,3297701,150.5,155.29,148.93,155.24,15377394,79.73,81.95,79.34,81.13,14346364,194.5,196.74,193.28,195.08,5695767
2020-06-01 00:00:00-04:00,300.8,303.06,297.9,301.29,2549968,154.9,155.97,153.05,154.53,9959942,81.0,83.42,80.12,82.72,16618760,194.71,195.88,193.52,194.46,5463904
2020-06-02 00:00:00-04:00,304.99,306.11,301.69,303.52,3222868,156.0,157.6,154.61,157.51,5399977,82.96,88.27,82.38,88.0101,35066056,195.94,197.52,194.92,196.29,6183227
2020-06-03 00:00:00-04:00,305.48,308.11,302.21,307.01,2802193,157.49,158.271,155.12,156.78,11785686,88.0,92.5496,87.09,91.96,33066994,198.0,198.14,195.57,196.89,7094657
2020-06-04 00:00:00-04:00,305.44,306.615,299.34,301.37,3280435,156.7,159.4799,153.635,154.58,6849462,90.96,92.9599,86.19,87.72,26032718,195.98,196.46,193.12,193.61,6493886
2020-06-05 00:00:00-04:00,306.81,312.18,305.6463,311.93,4299223,152.98,156.2,150.0,156.12,14092327,90.0,91.45,88.067,90.05,21373116,196.2,199.77,195.475,199.39,7050861
2020-06-08 00:00:00-04:00,311.06,313.575,307.05,310.31,3377524,154.28,156.1,153.11,156.05,9170586,90.5,91.23,88.03,89.59,17028656,199.58,199.96,197.13,199.61,5424742
2020-06-09 00:00:00-04:00,309.78,313.47,308.2,311.49,2764161,155.79,158.21,155.5949,157.01,10918671,89.02,91.6538,87.87,89.6,15020530,198.36,201.67,198.24,199.09,5645372
2020-06-10 00:00:00-04:00,312.39,316.06,310.29,313.1,3685188,157.6,160.89,157.6,159.879,10056648,90.26,92.97,89.5,91.96,17616058,199.9,202.18,198.95,200.45,5852540
